BusinessYear,StateCode,IssuerId,SourceName,ImportDate,ServiceAreaId,ServiceAreaName,CoverEntireState,County,PartialCounty,ZipCodes,PartialCountyJustification,MarketCoverage,DentalOnlyPlan
2025,AL,12538,HIOS,2024-11-14 00:02:01,ALS001,BEST Life Alabama,Yes,,,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01001,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01003,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01005,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01007,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01009,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01011,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01013,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01015,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01017,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01019,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01021,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01025,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01027,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01029,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01031,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01033,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01035,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01037,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01039,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01041,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01043,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01045,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01047,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01049,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01051,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01053,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01055,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01057,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01059,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01061,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01063,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01065,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01067,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01069,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01071,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01073,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01075,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01077,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01079,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01081,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01083,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01085,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01087,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01089,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01091,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01093,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01095,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01097,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01099,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01101,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01103,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01105,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01107,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01109,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01111,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01113,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01115,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01117,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01119,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01121,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01123,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01125,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01127,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01129,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01131,No,,,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 01:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,01133,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01001,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01003,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01005,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01009,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01011,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01015,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01029,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01017,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01019,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01021,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01031,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01033,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01039,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01043,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01047,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01045,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01049,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01051,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01055,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01059,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01069,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01071,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01073,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01077,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01081,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01083,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01085,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01087,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01089,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01095,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01097,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01099,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01101,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01103,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01109,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01113,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01115,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01117,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01121,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01123,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01125,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01127,No,,,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 01:01:23,ALS001,AL PPO Exchange,No,01133,No,,,Individual,Yes
2025,AL,28725,HIOS,2024-09-14 01:01:31,ALS001,Alabama,Yes,,,,,Individual,Yes
2025,AL,44580,HIOS,2024-08-08 01:02:06,ALS001,Dental,Yes,,,,,Individual,Yes
2025,AL,46363,HIOS,2024-09-17 01:02:01,ALS001,Alabama,Yes,,,,,Individual,Yes
2025,AL,46944,HIOS,2024-09-18 01:01:22,ALS001,State Individual,Yes,,,,,Individual,No
2025,AL,46944,HIOS,2024-09-18 01:01:22,ALS002,State Dental,Yes,,,,,Individual,Yes
2025,AL,46944,HIOS,2024-09-18 01:01:22,ALS004,EPO,No,01073,No,,,Individual,No
2025,AL,46944,HIOS,2024-09-18 01:01:22,ALS004,EPO,No,01117,No,,,Individual,No
2025,AL,46944,HIOS,2024-09-18 01:01:22,ALS004,EPO,No,01127,No,,,Individual,No
2025,AL,46944,HIOS,2024-09-18 01:01:22,ALS004,EPO,No,01021,No,,,Individual,No
2025,AL,46944,HIOS,2024-09-18 01:01:22,ALS004,EPO,No,01007,No,,,Individual,No
2025,AL,46944,HIOS,2024-09-18 01:01:22,ALS004,EPO,No,01009,No,,,Individual,No
2025,AL,46944,HIOS,2024-09-18 01:01:22,ALS004,EPO,No,01115,No,,,Individual,No
2025,AL,46944,HIOS,2024-09-18 01:01:22,ALS003,State Small Group,Yes,,,,,SHOP (Small Group),No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01003,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01005,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01011,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01017,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01023,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01029,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01031,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01033,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01039,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01043,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01047,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01049,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01053,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01055,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01059,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01061,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01067,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01069,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01071,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01073,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01077,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01079,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01081,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01083,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01085,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01089,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01093,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01095,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01097,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01103,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01105,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01107,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01111,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01113,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01117,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01119,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01121,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01127,No,,,Individual,No
2025,AL,53932,HIOS,2024-08-15 01:01:23,ALS001,Ambetter of Alabama,No,01129,No,,,Individual,No
2025,AL,60075,HIOS,2024-09-18 01:01:22,ALS001,Alabama,Yes,,,,,Individual,Yes
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01003,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01005,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01007,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01009,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01011,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01015,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01017,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01019,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01021,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01023,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01025,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01027,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01029,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01031,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01033,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01035,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01037,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01043,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01045,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01049,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01053,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01055,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01057,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01059,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01061,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01063,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01065,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01067,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01069,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01071,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01073,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01077,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01079,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01081,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01083,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01087,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01089,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01091,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01093,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01095,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01097,No,,,Individual,No
2025,AL,69461,HIOS,2024-08-16 01:01:20,ALS011,Individual Exchange,No,01103,No,,,Individual,No
